Sexo Trabalhador = 01:Masculino
;Faixa Etária;IBGE Subsetor
Capital; 01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
431490:Porto Alegre - RS;0;0;0;2;1;3;0;0;2;3;0;0;5;0;11;14;1;1;9;5;8;1;0;0;0;66;2;7;45;58;60;52;3;67;33;61;26;1;104;46;211;1.878;152;84;370;303;1.541;55;38;4;10;5.211;28;177;665;803;837;784;219;1.417;552;888;393;47;1.999;626;4.233;26.859;3.595;3.006;15.737;4.998;12.266;3.615;1.922;3.570;198;0;89.434;37;148;758;1.003;1.001;977;244;1.508;761;1.136;367;19;2.285;1.024;4.727;20.021;3.644;5.036;17.448;6.948;11.206;7.073;3.491;13.207;201;0;104.270;80;207;1.230;1.367;1.064;1.369;308;2.156;932;1.596;610;31;3.316;1.705;7.840;23.080;5.057;6.685;24.287;10.841;17.282;13.337;6.689;46.035;354;0;177.458;95;173;974;1.118;574;1.128;239;1.555;521;1.005;646;16;2.292;2.222;6.114;12.779;3.040;7.219;15.937;8.475;13.822;10.694;6.859;78.367;348;0;176.212;77;96;561;558;219;447;159;804;225;486;606;11;1.154;1.972;5.025;6.298;1.583;3.441;9.936;5.693;9.362;6.554;5.124;54.860;290;0;115.541;5;8;33;29;16;5;11;57;6;25;40;0;28;67;204;291;87;76;825;270;696;480;477;2.287;43;6.066;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;2;0;0;0;6;324;816;4.266;4.938;3.772;4.765;1.183;7.564;3.032;5.200;2.688;125;11.183;7.662;28.366;91.221;17.159;25.548;84.549;37.534;66.184;41.811;24.600;198.330;1.444;0;674.264
500270:Campo Grande - MS;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;1;0;1;0;1;0;0;0;0;16;3;3;4;8;1;2;7;20;4;2;7;0;46;44;42;883;73;20;99;50;1.374;32;95;1;36;2.856;11;104;298;93;21;51;122;302;192;210;540;2;1.570;150;3.228;10.908;984;645;4.484;1.515;3.530;1.353;949;3.769;623;0;35.654;11;132;242;127;13;50;137;264;236;200;360;2;1.458;335;2.876;8.332;1.177;776;4.071;1.965;3.402;2.095;1.746;9.050;726;0;39.783;31;205;318;151;18;69;221;376;298;275;559;6;1.948;506;4.515;9.832;1.598;1.078;5.444;3.392;5.797;3.569;3.614;21.020;1.358;0;66.198;18;94;126;78;8;26;123;216;169;132;314;2;952;603;3.665;4.613;816;1.047;2.836;2.473;4.266;2.685;3.099;22.322;991;0;51.674;17;59;58;28;2;17;76;79;70;65;112;1;379;496;2.774;1.972;328;239;1.438;1.574;2.259;1.434;2.097;14.230;756;0;30.560;0;0;0;2;0;1;1;3;5;5;3;0;14;11;137;98;18;7;85;67;135;86;89;531;50;1.348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;91;597;1.046;487;63;216;687;1.261;974;889;1.895;13;6.367;2.145;17.237;36.650;4.995;3.812;18.458;11.036;20.764;11.254;11.689;70.924;4.540;0;228.090
510340:Cuiabá - MT;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;4;3;0;1;0;3;1;0;0;0;15;0;9;37;3;2;2;16;20;24;12;36;1;57;2;109;772;65;6;175;26;587;26;35;5;8;2.035;56;224;573;48;126;28;304;317;393;259;289;1;920;348;2.604;11.268;1.376;683;3.266;1.429;4.049;901;860;2.255;193;0;32.770;58;230;446;56;96;28;219;276;396;228;192;1;760;618;2.292;7.696;1.237;916;3.453;1.713;3.495;1.339;1.349;6.421;293;0;33.808;98;333;566;91;112;63;321;350;443;241;312;3;1.085;853;3.691;8.526;1.682;984;4.823;2.984;5.549;2.052;3.012;17.612;575;0;56.361;92;196;224;40;50;49;172;201;173;139;188;1;529;511;2.979;3.773;795;729;2.643;1.897;3.535;1.098;2.493;20.892;527;0;43.926;133;108;97;21;23;20;88;89;83;53;97;1;206;251;2.274;1.492;321;237;1.211;988;1.785;430;2.123;15.498;502;0;28.131;11;3;4;2;0;2;8;2;3;2;5;1;4;6;82;73;14;5;72;40;96;20;97;801;30;1.383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448;1.103;1.947;261;409;192;1.128;1.255;1.516;934;1.121;9;3.561;2.589;14.031;33.604;5.493;3.560;15.644;9.077;19.099;5.867;9.969;63.484;2.128;0;198.429
520870:Goiânia - GO;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;15;2;0;2;3;39;3;81;0;0;149;2;7;31;13;1;6;37;47;32;36;210;18;132;1;50;1.688;210;18;197;111;2.504;60;3.164;5;19;8.599;33;332;621;222;131;241;585;897;630;1.749;3.210;350;2.848;212;4.761;24.738;4.656;1.297;13.646;3.139;8.078;2.830;2.036;7.237;450;0;84.929;39;356;559;239;91;166;488;710;581;1.500;2.296;228;2.499;700;4.852;17.041;3.797;1.733;9.671;3.861;7.005;3.581;3.188;16.755;496;0;82.432;32;503;814;370;136;266;774;960;635;1.878;3.257;208;3.359;1.232;8.543;19.246;4.902;1.981;10.819;6.762;10.766;5.701;5.747;44.426;882;0;134.199;31;289;445;185;70;155;368;517;351;831;2.030;148;1.647;1.725;6.501;9.434;2.548;2.265;5.439;4.601;7.017;3.830;4.174;51.066;730;0;106.397;26;145;233;99;28;128;136;187;135;377;948;35;683;2.069;4.090;3.723;1.017;646;2.689;2.973;3.698;2.088;2.404;37.213;522;0;66.292;0;5;13;5;1;9;7;9;10;12;29;2;25;83;173;171;47;19;150;126;259;104;148;1.850;24;3.281;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;163;1.637;2.716;1.133;458;971;2.396;3.327;2.374;6.383;11.981;990;11.193;6.022;28.971;76.056;17.180;7.959;42.613;21.576;39.366;18.197;20.942;158.552;3.123;0;486.279
530010:Brasília - DF;0;0;0;1;1;0;1;5;1;0;0;0;6;1;7;11;1;3;5;4;23;2;2;0;0;74;3;9;6;8;10;9;15;127;8;7;9;0;106;32;176;1.131;98;56;235;149;3.268;106;220;33;38;5.859;54;327;370;93;179;62;409;651;348;320;255;24;4.367;440;6.087;36.945;3.937;3.540;20.509;6.298;19.484;4.164;4.079;60.858;1.165;2;174.967;85;414;475;146;184;61;462;899;413;523;253;15;4.215;939;7.926;31.656;4.685;7.786;25.347;8.869;20.529;5.864;6.741;43.444;1.077;5;173.013;131;670;757;245;165;90;694;1.421;639;673;413;21;5.085;1.890;15.468;35.414;6.209;9.497;39.360;15.134;32.322;8.663;11.688;108.225;1.753;12;296.639;102;339;359;134;80;37;348;757;312;302;266;9;2.059;2.378;10.212;14.052;2.541;10.265;22.038;9.583;19.513;4.177;7.497;114.009;1.227;3;222.599;84;130;193;77;34;23;176;355;132;137;156;5;658;1.815;6.841;5.462;1.010;4.512;10.511;5.253;9.905;1.411;4.458;66.836;748;3;120.925;2;7;12;3;6;4;11;18;7;5;7;1;25;51;388;258;41;73;562;212;592;86;422;4.161;51;7.005;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;461;1.896;2.172;707;659;286;2.116;4.233;1.860;1.967;1.359;75;16.521;7.546;47.105;124.929;18.522;35.732;118.568;45.502;105.637;24.473;35.107;397.566;6.059;25;1.001.083
{ñ class};11;27;50;37;7;17;16;14;10;41;79;14;100;19;52;620;115;13;100;142;459;26;81;48;45;2.143;617;2.823;6.309;3.912;1.873;3.219;5.333;2.987;2.439;4.772;19.149;7.844;9.929;718;3.370;101.468;8.625;1.152;11.259;5.546;53.326;2.221;3.953;1.276;11.660;275.780;21.358;62.690;131.279;87.584;51.483;83.381;87.336;53.064;50.394;116.869;183.048;90.850;337.862;14.065;171.003;1.220.962;162.456;49.242;368.725;167.236;312.162;98.834;68.645;216.965;225.721;4;4.433.218;31.889;60.503;121.183;82.706;41.828;93.425;74.507;49.084;47.760;115.719;130.213;63.492;300.197;21.534;168.546;834.834;152.798;65.554;322.663;196.978;277.865;131.146;114.413;479.107;223.013;6;4.200.963;50.710;97.071;170.414;109.602;51.855;135.731;116.143;71.701;67.168;162.038;192.772;77.731;439.519;45.822;287.818;988.971;211.799;78.174;455.245;347.977;462.175;201.405;221.274;1.200.195;399.654;12;6.642.976;41.998;63.760;120.974;75.441;28.253;88.440;73.384;44.865;44.456;100.685;135.466;43.268;275.901;49.885;219.048;533.745;122.601;72.958;292.536;266.003;356.881;140.895;181.117;1.175.896;304.055;12;4.852.523;21.854;30.309;55.559;38.855;10.694;33.730;35.175;17.352;19.187;40.833;54.172;12.977;116.354;34.307;143.828;235.173;53.225;24.080;154.422;147.054;203.750;69.517;107.257;742.141;190.903;2;2.592.710;854;1.358;2.056;1.573;371;876;1.623;804;875;1.469;1.754;345;5.145;1.506;5.787;10.919;2.358;387;9.982;6.290;13.747;3.520;8.306;50.536;12.595;145.036;1;2;1;1;4;1;4;1;5;2;22;0;6;2;8;3;3;78;9;153;169.292;318.541;607.826;399.711;186.364;438.820;393.521;239.871;232.290;542.426;716.657;296.522;1.485.012;167.856;999.454;3.926.714;713.977;291.560;1.614.938;1.137.228;1.680.373;647.567;705.049;3.866.242;1.367.655;36;23.145.502
Total;11;30;58;49;18;24;18;29;19;54;88;16;120;42;100;933;165;22;181;171;682;46;184;58;47;3.165;644;3.016;7.100;4.905;2.578;4.001;5.600;4.082;2.924;5.670;20.650;7.917;11.728;1.647;5.438;129.644;11.932;2.327;19.366;8.169;94.733;3.504;9.162;1.540;11.919;380.196;23.552;69.252;155.505;108.407;69.278;99.375;95.764;78.497;64.772;143.713;231.830;93.068;397.524;29.181;316.649;1.841.236;265.760;112.378;849.057;281.969;613.162;173.304;123.590;420.752;233.419;8;6.891.002;37.776;68.161;147.609;106.843;60.526;112.413;83.373;78.750;63.591;151.003;174.414;65.629;364.361;48.204;325.845;1.335.435;264.862;162.381;797.534;356.430;569.599;257.399;212.146;874.405;231.616;11;6.950.316;59.989;110.059;211.631;143.878;77.104;162.245;130.838;117.554;90.167;220.501;263.183;80.722;536.787;99.007;560.026;1.588.134;370.286;208.003;1.126.573;623.169;935.560;416.259;418.375;2.325.106;414.472;24;11.289.652;51.317;72.184;150.732;98.475;42.732;104.230;82.328;73.721;58.667;136.266;184.690;45.095;331.116;111.892;416.963;829.223;207.106;180.501;696.316;470.247;686.390;285.370;350.524;2.671.053;315.582;15;8.652.735;30.450;34.599;71.556;50.721;16.539;41.103;40.008;31.207;25.522;56.039;77.921;13.727;138.201;82.167;277.612;365.913;91.210;68.029;360.203;264.224;384.845;146.863;220.918;1.887.013;199.765;5;4.976.360;1.195;1.568;2.801;2.100;626;1.152;1.913;1.715;1.178;2.269;2.627;409;6.062;3.230;11.958;17.852;4.390;1.507;23.993;11.830;27.274;8.573;18.318;130.099;13.270;297.909;2;2;1;1;4;1;5;1;5;5;26;1;21;6;14;6;10;110;10;231;204.936;358.869;746.994;515.379;269.401;524.544;439.846;385.555;306.841;715.515;955.408;306.584;1.785.904;375.370;1.914.596;6.108.396;1.215.712;735.148;3.873.244;2.016.215;3.312.259;1.291.324;1.353.227;8.310.136;1.420.100;63;39.441.566

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2008
Vínculo Ativo 31/12;igual a;Sim
