Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total
110020:Porto Velho - RO;Total;57;500;323;48;4;49;564;252;91;89;46;0;1.587;1.686;5.911;9.076;2.747;566;6.929;3.399;3.233;568;2.419;30.974;766;0;71.884;10;51;29;4;0;5;94;132;44;26;158;0;646;438;634;6.783;1.083;569;1.826;835;4.099;1.799;2.629;36.376;225;0;58.495;67;551;352;52;4;54;658;384;135;115;204;0;2.233;2.124;6.545;15.859;3.830;1.135;8.755;4.234;7.332;2.367;5.048;67.350;991;0;130.379
;03:1,51 a 2,00;81;277;523;28;115;40;203;175;216;237;142;0;496;126;2.925;4.594;739;97;4.121;1.436;1.652;382;401;1.145;267;0;20.418;15;19;35;4;17;2;43;75;76;36;66;0;164;59;191;2.426;284;168;964;365;1.598;1.505;710;2.074;39;0;10.935;96;296;558;32;132;42;246;250;292;273;208;0;660;185;3.116;7.020;1.023;265;5.085;1.801;3.250;1.887;1.111;3.219;306;0;31.353
;04:2,01 a 3,00;93;185;304;43;72;49;139;171;269;142;55;0;571;342;2.746;3.262;557;172;2.018;2.453;1.525;254;484;3.325;306;0;19.537;16;19;45;8;15;1;14;55;95;37;22;0;95;150;139;1.624;218;252;584;489;1.174;738;731;4.588;84;0;11.193;109;204;349;51;87;50;153;226;364;179;77;0;666;492;2.885;4.886;775;424;2.602;2.942;2.699;992;1.215;7.913;390;0;30.730
;05:3,01 a 4,00;33;50;124;34;27;26;34;69;112;47;16;0;225;289;994;1.328;289;232;447;1.310;558;76;345;4.594;73;0;11.332;17;6;23;3;4;4;6;35;55;9;6;0;50;86;75;584;74;312;249;108;427;246;385;5.911;56;0;8.731;50;56;147;37;31;30;40;104;167;56;22;0;275;375;1.069;1.912;363;544;696;1.418;985;322;730;10.505;129;0;20.063
;06:4,01 a 5,00;15;19;51;17;9;4;13;39;56;28;10;0;133;184;524;617;144;154;170;166;251;45;351;4.681;68;0;7.749;7;2;17;0;0;0;6;25;25;8;6;0;15;47;36;307;49;190;118;50;209;136;419;4.940;29;0;6.641;22;21;68;17;9;4;19;64;81;36;16;0;148;231;560;924;193;344;288;216;460;181;770;9.621;97;0;14.390
;07:5,01 a 7,00;9;9;86;21;11;5;20;25;89;26;15;0;116;407;511;435;115;224;158;197;227;39;563;5.875;120;0;9.303;14;1;12;2;0;0;3;18;19;3;3;0;21;40;44;147;29;273;98;51;221;68;589;6.374;41;0;8.071;23;10;98;23;11;5;23;43;108;29;18;0;137;447;555;582;144;497;256;248;448;107;1.152;12.249;161;0;17.374
;08:7,01 a 10,00;20;15;75;16;5;0;8;8;39;11;5;0;57;222;284;243;75;190;103;128;131;13;574;2.775;118;0;5.115;10;0;5;0;1;0;2;10;9;3;0;0;13;34;35;60;12;233;66;37;132;10;559;3.069;43;0;4.343;30;15;80;16;6;0;10;18;48;14;5;0;70;256;319;303;87;423;169;165;263;23;1.133;5.844;161;0;9.458
;09:10,01 a 15,00;10;6;35;7;1;0;1;2;25;5;2;0;22;196;88;104;41;278;62;101;94;2;442;1.950;96;0;3.570;17;1;3;2;0;0;0;5;1;2;0;0;4;31;13;28;8;181;24;25;59;1;473;1.821;33;0;2.732;27;7;38;9;1;0;1;7;26;7;2;0;26;227;101;132;49;459;86;126;153;3;915;3.771;129;0;6.302
;10:15,01 a 20,00;0;2;6;5;0;0;1;1;3;4;0;0;12;89;25;39;42;90;34;22;22;0;361;1.173;38;0;1.969;0;0;1;0;0;0;0;0;0;0;0;0;0;16;2;13;3;62;31;5;9;3;300;675;21;0;1.141;0;2;7;5;0;0;1;1;3;4;0;0;12;105;27;52;45;152;65;27;31;3;661;1.848;59;0;3.110
;11:Mais de 20,00;4;1;1;4;0;0;2;0;1;8;0;0;8;98;18;42;26;95;59;18;23;1;172;1.837;23;0;2.441;0;0;0;0;0;0;0;1;0;1;0;0;0;10;1;4;3;23;33;4;12;0;93;1.008;2;0;1.195;4;1;1;4;0;0;2;1;1;9;0;0;8;108;19;46;29;118;92;22;35;1;265;2.845;25;0;3.636
;{ñ class};4;26;19;1;0;2;17;7;14;10;3;1;35;25;226;192;23;6;137;168;88;13;37;10;24;0;1.088;7;0;0;0;0;0;3;3;1;2;4;0;7;3;7;83;7;8;72;23;146;78;60;15;7;0;536;11;26;19;1;0;2;20;10;15;12;7;1;42;28;233;275;30;14;209;191;234;91;97;25;31;0;1.624
520870:Goiânia - GO;Total;117;1.453;2.348;993;364;810;2.020;2.342;1.537;4.093;3.913;654;7.390;5.157;26.943;45.852;11.524;4.029;24.512;18.229;19.442;5.203;8.876;62.836;2.573;0;263.210;46;184;368;140;94;161;376;985;837;2.290;8.068;336;3.803;865;2.028;30.204;5.656;3.930;18.101;3.347;19.924;12.994;12.066;95.716;550;0;223.069;163;1.637;2.716;1.133;458;971;2.396;3.327;2.374;6.383;11.981;990;11.193;6.022;28.971;76.056;17.180;7.959;42.613;21.576;39.366;18.197;20.942;158.552;3.123;0;486.279
;00:Até 0,50;0;1;0;0;0;1;1;1;0;5;1;0;5;0;52;47;22;0;49;23;246;2;1.209;486;0;0;2.151;0;1;0;0;0;0;1;0;0;2;3;0;0;0;5;60;12;3;55;11;242;2;1.080;1.579;1;0;3.057;0;2;0;0;0;1;2;1;0;7;4;0;5;0;57;107;34;3;104;34;488;4;2.289;2.065;1;0;5.208
;01:0,51 a 1,00;3;87;76;13;14;7;124;86;51;76;111;41;335;8;1.003;3.324;794;55;677;330;1.957;42;1.070;1.905;280;0;12.469;3;16;27;3;8;3;51;69;54;68;185;34;488;2;125;2.776;484;71;938;150;1.957;153;1.134;3.992;103;0;12.894;6;103;103;16;22;10;175;155;105;144;296;75;823;10;1.128;6.100;1.278;126;1.615;480;3.914;195;2.204;5.897;383;0;25.363
;02:1,01 a 1,50;20;664;992;251;128;318;871;693;782;1.606;2.575;454;2.687;45;9.148;19.670;4.111;210;9.353;4.197;8.154;1.133;1.436;6.541;870;0;76.909;7;79;176;50;54;95;198;334;581;1.287;6.284;256;2.094;11;759;15.755;2.383;349;10.632;1.046;10.317;5.332;3.802;14.864;236;0;76.981;27;743;1.168;301;182;413;1.069;1.027;1.363;2.893;8.859;710;4.781;56;9.907;35.425;6.494;559;19.985;5.243;18.471;6.465;5.238;21.405;1.106;0;153.890
;03:1,51 a 2,00;41;322;529;171;101;203;578;546;297;945;724;99;1.513;179;6.152;9.568;2.509;175;7.109;3.147;3.060;1.054;679;6.036;701;0;46.438;9;26;71;24;18;29;59;153;93;349;949;32;577;57;346;5.220;997;337;2.986;614;2.504;3.754;1.102;10.151;63;0;30.520;50;348;600;195;119;232;637;699;390;1.294;1.673;131;2.090;236;6.498;14.788;3.506;512;10.095;3.761;5.564;4.808;1.781;16.187;764;0;76.958
;04:2,01 a 3,00;19;235;457;242;73;151;287;489;211;553;349;42;1.553;636;6.296;6.565;1.873;306;3.806;4.946;2.503;814;963;7.595;414;0;41.378;8;32;49;32;7;25;38;181;67;187;412;11;331;39;320;3.523;889;372;1.707;630;1.808;1.831;1.457;13.888;29;0;27.873;27;267;506;274;80;176;325;670;278;740;761;53;1.884;675;6.616;10.088;2.762;678;5.513;5.576;4.311;2.645;2.420;21.483;443;0;69.251
;05:3,01 a 4,00;5;42;153;115;20;73;57;217;95;264;84;7;409;698;1.997;2.777;812;583;1.263;3.060;1.218;421;586;4.596;128;0;19.680;11;7;19;13;5;7;11;63;20;125;113;1;82;91;166;1.241;400;589;724;293;951;591;745;12.709;58;0;19.035;16;49;172;128;25;80;68;280;115;389;197;8;491;789;2.163;4.018;1.212;1.172;1.987;3.353;2.169;1.012;1.331;17.305;186;0;38.715
;06:4,01 a 5,00;8;28;63;63;10;22;32;86;37;155;25;3;249;566;725;1.338;423;395;619;779;568;250;486;4.121;51;0;11.102;4;5;9;10;1;1;8;49;13;58;39;0;65;85;87;548;153;443;283;150;531;405;480;13.406;12;0;16.845;12;33;72;73;11;23;40;135;50;213;64;3;314;651;812;1.886;576;838;902;929;1.099;655;966;17.527;63;0;27.947
;07:5,01 a 7,00;5;36;34;57;6;17;32;75;39;146;19;3;274;904;621;1.226;376;556;720;528;538;1.229;744;11.544;47;0;19.776;2;8;9;6;0;0;3;57;3;86;19;0;56;101;69;630;218;589;255;154;561;556;754;13.654;29;0;17.819;7;44;43;63;6;17;35;132;42;232;38;3;330;1.005;690;1.856;594;1.145;975;682;1.099;1.785;1.498;25.198;76;0;37.595
;08:7,01 a 10,00;6;15;18;40;4;9;16;63;11;153;10;1;155;769;453;643;246;606;342;359;394;145;693;11.607;19;0;16.777;2;4;5;0;0;0;3;40;2;56;12;1;39;161;96;222;57;546;196;125;352;180;600;5.418;7;0;8.124;8;19;23;40;4;9;19;103;13;209;22;2;194;930;549;865;303;1.152;538;484;746;325;1.293;17.025;26;0;24.901
;09:10,01 a 15,00;7;8;7;21;2;4;11;42;4;79;0;0;67;513;135;298;143;640;230;264;297;66;403;3.084;24;0;6.349;0;1;1;2;0;0;1;15;1;32;3;0;21;132;39;87;31;416;95;81;273;53;413;2.440;10;0;4.147;7;9;8;23;2;4;12;57;5;111;3;0;88;645;174;385;174;1.056;325;345;570;119;816;5.524;34;0;10.496
;10:15,01 a 20,00;2;6;0;6;0;2;0;14;3;31;0;0;30;246;57;103;72;256;70;93;182;18;347;1.367;18;0;2.923;0;2;0;0;0;0;0;9;0;12;0;0;6;55;8;21;7;138;24;17;147;16;327;722;2;0;1.513;2;8;0;6;0;2;0;23;3;43;0;0;36;301;65;124;79;394;94;110;329;34;674;2.089;20;0;4.436
;11:Mais de 20,00;1;4;1;6;1;1;1;17;1;52;0;0;48;491;61;98;81;229;105;88;159;8;169;3.446;12;0;5.080;0;1;0;0;0;0;1;4;0;12;0;0;7;106;2;17;8;54;23;18;61;6;97;1.488;0;0;1.905;1;5;1;6;1;1;2;21;1;64;0;0;55;597;63;115;89;283;128;106;220;14;266;4.934;12;0;6.985
;{ñ class};0;5;18;8;5;2;10;13;6;28;15;4;65;102;243;195;62;18;169;415;166;21;91;508;9;0;2.178;0;2;2;0;1;1;2;11;3;16;49;1;37;25;6;104;17;23;183;58;220;115;75;1.405;0;0;2.356;0;7;20;8;6;3;12;24;9;44;64;5;102;127;249;299;79;41;352;473;386;136;166;1.913;9;0;4.534
530010:Brasília - DF;Total;363;1.725;1.971;607;490;235;1.853;2.889;1.233;1.416;353;41;9.743;5.995;43.171;73.089;13.572;20.356;76.726;34.409;53.415;6.483;15.221;267.719;5.084;24;638.183;98;171;201;100;169;51;263;1.344;627;551;1.006;34;6.778;1.551;3.934;51.840;4.950;15.376;41.842;11.093;52.222;17.990;19.886;129.847;975;1;362.900;461;1.896;2.172;707;659;286;2.116;4.233;1.860;1.967;1.359;75;16.521;7.546;47.105;124.929;18.522;35.732;118.568;45.502;105.637;24.473;35.107;397.566;6.059;25;1.001.083
;00:Até 0,50;1;11;2;1;4;0;4;11;4;0;0;0;23;22;40;141;32;35;57;47;213;27;120;237;5;0;1.037;1;2;0;0;6;0;1;8;2;0;0;0;24;13;31;99;29;33;95;27;249;31;141;108;1;0;901;2;13;2;1;10;0;5;19;6;0;0;0;47;35;71;240;61;68;152;74;462;58;261;345;6;0;1.938
;01:0,51 a 1,00;2;27;22;9;3;1;32;92;26;12;4;3;174;44;552;1.548;169;61;647;339;2.526;140;327;1.662;529;0;8.951;0;5;10;5;4;0;15;71;25;2;16;2;207;13;120;1.078;101;68;720;152;2.885;529;550;477;147;0;7.202;2;32;32;14;7;1;47;163;51;14;20;5;381;57;672;2.626;270;129;1.367;491;5.411;669;877;2.139;676;0;16.153
;02:1,01 a 1,50;74;442;590;99;267;99;660;299;459;315;221;26;4.366;1.227;12.712;32.177;5.196;341;18.995;7.260;25.252;1.484;2.291;3.574;2.225;14;120.665;39;59;81;27;94;19;137;253;386;96;683;28;4.537;347;1.289;26.108;2.343;640;14.164;2.364;27.243;6.075;5.317;2.030;430;0;94.789;113;501;671;126;361;118;797;552;845;411;904;54;8.903;1.574;14.001;58.285;7.539;981;33.159;9.624;52.495;7.559;7.608;5.604;2.655;14;215.454
;03:1,51 a 2,00;66;285;528;77;75;21;664;558;351;289;65;10;2.206;408;11.856;18.808;3.124;375;12.724;7.007;8.780;1.095;1.768;5.461;923;7;77.531;10;18;39;15;21;10;55;250;87;119;158;3;980;21;599;12.608;957;669;6.905;1.498;7.007;3.182;2.571;1.233;104;0;39.119;76;303;567;92;96;31;719;808;438;408;223;13;3.186;429;12.455;31.416;4.081;1.044;19.629;8.505;15.787;4.277;4.339;6.694;1.027;7;116.650
;04:2,01 a 3,00;71;365;402;130;57;17;300;697;195;238;37;0;1.528;269;8.008;9.906;2.109;674;19.232;6.058;6.806;1.336;2.329;37.735;503;2;99.004;5;30;28;18;23;2;33;185;55;41;77;0;461;27;535;6.589;642;858;7.621;1.801;5.418;3.880;2.929;4.291;53;1;35.603;76;395;430;148;80;19;333;882;250;279;114;0;1.989;296;8.543;16.495;2.751;1.532;26.853;7.859;12.224;5.216;5.258;42.026;556;3;134.607
;05:3,01 a 4,00;32;184;166;83;28;4;94;374;75;68;10;1;529;220;3.052;4.068;976;1.597;9.221;4.838;2.587;506;1.472;22.775;136;0;53.096;6;19;15;15;7;0;5;127;21;28;40;0;159;37;329;2.234;303;1.634;3.582;957;2.154;994;1.789;3.395;43;0;17.893;38;203;181;98;35;4;99;501;96;96;50;1;688;257;3.381;6.302;1.279;3.231;12.803;5.795;4.741;1.500;3.261;26.170;179;0;70.989
;06:4,01 a 5,00;14;93;68;52;6;0;44;186;24;61;6;0;255;217;1.681;2.109;463;934;2.805;1.485;1.419;389;1.042;10.625;46;0;24.024;1;7;3;3;3;0;2;76;17;29;12;0;83;72;202;932;165;1.099;1.862;545;1.410;711;1.187;6.433;26;0;14.880;15;100;71;55;9;0;46;262;41;90;18;0;338;289;1.883;3.041;628;2.033;4.667;2.030;2.829;1.100;2.229;17.058;72;0;38.904
;07:5,01 a 7,00;19;116;70;76;18;2;15;190;40;64;5;0;231;184;1.529;1.910;479;1.730;3.262;1.462;1.813;540;1.447;38.121;66;0;53.389;2;11;8;8;6;2;7;105;14;44;7;0;105;97;275;941;138;1.899;1.823;868;1.742;968;1.544;19.549;21;0;30.184;21;127;78;84;24;4;22;295;54;108;12;0;336;281;1.804;2.851;617;3.629;5.085;2.330;3.555;1.508;2.991;57.670;87;0;83.573
;08:7,01 a 10,00;8;64;54;49;15;8;9;169;33;103;3;1;165;705;1.217;1.005;366;1.984;3.312;1.387;1.520;423;1.344;53.610;266;0;67.820;3;9;10;4;2;1;1;80;10;86;2;0;58;227;277;543;123;1.860;1.790;983;1.674;652;1.284;25.724;71;0;35.474;11;73;64;53;17;9;10;249;43;189;5;1;223;932;1.494;1.548;489;3.844;5.102;2.370;3.194;1.075;2.628;79.334;337;0;103.294
;09:10,01 a 15,00;17;69;29;18;7;17;4;107;12;100;1;0;87;1.255;869;459;211;3.947;2.599;1.165;1.112;170;989;38.296;246;0;51.786;13;7;3;4;2;12;0;63;5;60;1;0;20;336;134;210;53;2.957;1.513;743;1.183;169;937;33.421;56;0;41.902;30;76;32;22;9;29;4;170;17;160;2;0;107;1.591;1.003;669;264;6.904;4.112;1.908;2.295;339;1.926;71.717;302;0;93.688
;10:15,01 a 20,00;14;15;4;3;4;18;2;59;5;56;0;0;28;457;420;159;102;3.613;1.221;807;447;81;779;16.555;54;0;24.903;7;1;2;0;0;1;2;30;0;19;0;0;11;132;70;71;29;1.889;670;426;345;219;720;10.877;8;0;15.529;21;16;6;3;4;19;4;89;5;75;0;0;39;589;490;230;131;5.502;1.891;1.233;792;300;1.499;27.432;62;0;40.432
;11:Mais de 20,00;41;27;4;5;6;46;0;114;6;92;0;0;32;839;492;152;236;4.446;1.784;1.473;517;223;719;38.983;36;0;50.273;11;2;1;1;0;4;1;70;3;19;1;0;7;217;38;40;30;1.364;698;435;339;310;434;22.246;3;0;26.274;52;29;5;6;6;50;1;184;9;111;1;0;39;1.056;530;192;266;5.810;2.482;1.908;856;533;1.153;61.229;39;0;76.547
;{ñ class};4;27;32;5;0;2;25;33;3;18;1;0;119;148;743;647;109;619;867;1.081;423;69;594;85;49;1;5.704;0;1;1;0;1;0;4;26;2;8;9;1;126;12;35;387;37;406;399;294;573;270;483;63;12;0;3.150;4;28;33;5;1;2;29;59;5;26;10;1;245;160;778;1.034;146;1.025;1.266;1.375;996;339;1.077;148;61;1;8.854
{ñ class};Total;155.741;282.454;538.168;342.937;125.985;385.974;318.659;177.765;165.729;386.437;281.477;143.673;1.053.306;141.162;936.427;2.236.423;529.720;140.248;1.050.227;968.369;748.383;139.580;272.984;1.405.301;1.159.441;36;14.086.606;13.551;36.087;69.658;56.774;60.379;52.846;74.862;62.106;66.561;155.989;435.180;152.849;431.706;26.694;63.027;1.690.291;184.257;151.312;564.711;168.859;931.990;507.987;432.065;2.460.941;208.214;0;9.058.896;169.292;318.541;607.826;399.711;186.364;438.820;393.521;239.871;232.290;542.426;716.657;296.522;1.485.012;167.856;999.454;3.926.714;713.977;291.560;1.614.938;1.137.228;1.680.373;647.567;705.049;3.866.242;1.367.655;36;23.145.502
;00:Até 0,50;299;364;836;606;149;431;361;400;254;483;472;158;2.147;201;1.913;4.666;921;92;2.510;1.665;7.988;260;4.659;3.912;2.429;0;38.176;124;147;366;184;57;110;224;178;131;283;586;138;1.332;89;394;6.180;877;217;4.329;956;7.807;1.251;6.973;13.588;1.782;0;48.303;423;511;1.202;790;206;541;585;578;385;766;1.058;296;3.479;290;2.307;10.846;1.798;309;6.839;2.621;15.795;1.511;11.632;17.500;4.211;0;86.479
;01:0,51 a 1,00;2.433;17.785;7.002;2.187;848;2.112;10.750;4.199;2.780;4.517;10.557;4.086;40.624;1.677;25.616;118.631;13.215;974;30.381;16.191;64.003;2.911;20.851;110.423;122.194;20;636.967;619;2.277;2.096;925;540;610;3.592;2.859;2.311;3.045;23.203;5.976;20.249;663;3.290;121.024;8.750;1.968;38.499;9.004;92.172;19.053;42.629;208.422;32.422;0;646.198;3.052;20.062;9.098;3.112;1.388;2.722;14.342;7.058;5.091;7.562;33.760;10.062;60.873;2.340;28.906;239.655;21.965;2.942;68.880;25.195;156.175;21.964;63.480;318.845;154.616;20;1.283.165
;02:1,01 a 1,50;16.805;89.104;55.406;21.504;9.943;13.659;107.810;26.844;27.744;54.201;100.524;78.657;264.640;19.556;213.321;886.262;145.528;5.205;285.913;136.255;298.070;28.676;46.350;383.309;471.336;10;3.786.632;2.634;13.435;13.086;7.803;9.939;5.325;35.204;18.212;24.260;42.356;260.050;108.419;195.953;6.784;21.101;885.138;72.500;12.986;265.759;51.096;510.402;165.234;120.977;786.329;117.127;0;3.752.109;19.439;102.539;68.492;29.307;19.882;18.984;143.014;45.056;52.004;96.557;360.574;187.076;460.593;26.340;234.422;1.771.400;218.028;18.191;551.672;187.351;808.472;193.910;167.327;1.169.638;588.463;10;7.538.741
;03:1,51 a 2,00;18.204;63.245;99.693;48.682;23.543;26.683;90.938;29.941;36.702;67.024;54.513;28.361;251.853;21.078;241.701;575.993;126.770;4.634;247.685;180.929;156.096;30.468;32.881;240.605;245.392;1;2.943.615;1.380;7.907;19.574;13.722;18.544;7.080;20.265;14.723;19.140;40.093;86.211;24.994;120.446;4.214;14.234;397.630;45.969;11.709;104.893;36.876;156.557;123.080;59.819;406.030;31.917;0;1.787.007;19.584;71.152;119.267;62.404;42.087;33.763;111.203;44.664;55.842;107.117;140.724;53.355;372.299;25.292;255.935;973.623;172.739;16.343;352.578;217.805;312.653;153.548;92.700;646.635;277.309;1;4.730.622
;04:2,01 a 3,00;27.299;56.210;135.407;85.685;35.111;73.665;64.391;41.088;41.448;89.121;57.415;18.060;252.101;23.916;239.829;378.158;116.501;10.496;251.332;302.596;108.040;32.623;40.907;266.166;194.462;2;2.942.029;1.453;5.786;16.169;16.159;18.524;13.417;9.118;12.536;10.766;30.160;40.476;7.504;51.259;3.868;11.243;172.560;26.947;18.397;68.590;33.511;78.137;102.441;59.677;438.833;12.508;0;1.260.039;28.752;61.996;151.576;101.844;53.635;87.082;73.509;53.624;52.214;119.281;97.891;25.564;303.360;27.784;251.072;550.718;143.448;28.893;319.922;336.107;186.177;135.064;100.584;704.999;206.970;2;4.202.068
;05:3,01 a 4,00;19.880;21.853;75.221;56.348;17.583;62.993;20.305;22.390;17.538;44.864;25.177;5.051;98.125;14.465;90.720;122.477;48.824;19.169;86.789;157.745;35.585;15.616;24.726;131.780;61.096;2;1.296.322;1.176;2.131;6.229;6.209;5.021;6.976;2.350;4.737;3.627;10.748;8.274;1.702;13.535;2.169;4.518;49.525;10.783;23.229;26.956;14.376;27.544;39.492;36.315;233.408;3.569;0;544.599;21.056;23.984;81.450;62.557;22.604;69.969;22.655;27.127;21.165;55.612;33.451;6.753;111.660;16.634;95.238;172.002;59.607;42.398;113.745;172.121;63.129;55.108;61.041;365.188;64.665;2;1.840.921
;06:4,01 a 5,00;15.163;9.730;45.712;36.231;9.632;46.418;7.534;12.977;9.881;26.580;11.043;2.544;46.780;10.476;39.783;50.991;23.108;16.081;37.542;63.271;15.912;7.838;17.637;75.432;20.501;0;658.797;1.065;1.102;3.289;3.210;2.191;4.152;984;2.316;1.641;5.890;2.999;754;6.241;1.821;2.216;19.325;5.233;19.391;13.605;6.510;12.688;18.812;23.018;130.735;1.707;0;290.895;16.228;10.832;49.001;39.441;11.823;50.570;8.518;15.293;11.522;32.470;14.042;3.298;53.021;12.297;41.999;70.316;28.341;35.472;51.147;69.781;28.600;26.650;40.655;206.167;22.208;0;949.692
;07:5,01 a 7,00;15.066;9.029;53.110;37.853;9.907;46.780;5.857;15.707;11.773;30.162;9.410;2.365;39.104;15.438;32.311;42.560;20.201;23.783;35.691;41.687;16.275;8.018;24.807;75.903;13.349;1;636.147;1.364;1.131;3.319;3.242;1.797;4.241;833;2.543;1.581;7.086;2.536;634;6.323;2.349;2.460;16.154;5.116;25.065;13.913;6.540;13.170;17.091;27.433;122.028;1.393;0;289.342;16.430;10.160;56.429;41.095;11.704;51.021;6.690;18.250;13.354;37.248;11.946;2.999;45.427;17.787;34.771;58.714;25.317;48.848;49.604;48.227;29.445;25.109;52.240;197.931;14.742;1;925.489
;08:7,01 a 10,00;9.670;4.981;32.388;23.708;7.386;43.622;2.821;10.811;8.048;22.324;4.649;1.449;20.191;13.997;17.278;20.795;12.684;22.452;24.503;20.126;12.536;5.392;19.864;53.839;6.672;0;422.186;1.152;744;2.410;2.343;1.316;4.047;432;1.634;960;5.458;1.272;322;3.792;2.100;1.639;6.272;3.045;19.425;9.643;3.793;9.945;8.727;19.781;65.545;969;0;176.766;10.822;5.725;34.798;26.051;8.702;47.669;3.253;12.445;9.008;27.782;5.921;1.771;23.983;16.097;18.917;27.067;15.729;41.877;34.146;23.919;22.481;14.119;39.645;119.384;7.641;0;598.952
;09:10,01 a 15,00;9.481;2.601;15.928;14.026;5.309;33.803;1.259;6.277;3.759;18.028;2.036;760;10.763;9.767;8.908;8.237;7.761;19.302;16.454;9.832;6.684;3.737;15.792;31.522;3.103;0;265.129;1.167;442;1.454;1.485;849;3.284;187;902;533;4.551;488;115;1.899;1.398;848;2.073;1.764;12.288;5.818;1.929;3.704;3.401;15.328;27.787;413;0;94.107;10.648;3.043;17.382;15.511;6.158;37.087;1.446;7.179;4.292;22.579;2.524;875;12.662;11.165;9.756;10.310;9.525;31.590;22.272;11.761;10.388;7.138;31.120;59.309;3.516;0;359.236
;10:15,01 a 20,00;5.937;938;4.784;5.170;2.473;14.506;468;2.163;1.321;9.349;660;266;3.852;4.087;3.085;2.721;3.239;9.433;7.436;3.842;2.607;1.488;10.954;13.006;1.016;0;114.801;668;148;465;500;343;1.704;34;324;189;1.897;127;19;575;426;206;636;690;3.978;2.311;602;1.269;1.029;9.046;8.106;122;0;35.414;6.605;1.086;5.249;5.670;2.816;16.210;502;2.487;1.510;11.246;787;285;4.427;4.513;3.291;3.357;3.929;13.411;9.747;4.444;3.876;2.517;20.000;21.112;1.138;0;150.215
;11:Mais de 20,00;13.252;1.226;4.846;5.812;2.686;15.564;467;2.357;1.685;14.475;882;306;5.181;4.043;3.257;3.121;4.061;7.857;8.599;4.958;2.399;1.032;8.649;10.316;1.357;0;128.388;664;123;286;421;238;1.128;45;277;155;1.731;119;27;532;276;182;621;703;1.598;1.879;524;588;480;4.763;5.035;114;0;22.509;13.916;1.349;5.132;6.233;2.924;16.692;512;2.634;1.840;16.206;1.001;333;5.713;4.319;3.439;3.742;4.764;9.455;10.478;5.482;2.987;1.512;13.412;15.351;1.471;0;150.897
