Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total;04:Indústria Mecânica;10:Indústria Química;11:Indústria Têxtil;13:Alimentos e Bebidas;15:Construção Civil;16:Comércio Varejista;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;24:Administração Pública;Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total
;02:1,01 a 1,50;9;23;69;58;1;7;32;122;90;7;35;0;429;106;2.106;4.305;592;121;5.562;935;2.559;723;950;520;98;12;0;19.471;116;15;10;12;0;2;10;138;70;6;129;1;1.035;7;286;5.342;614;327;6.862;612;5.184;3.625;2.977;1.162;15;2;0;28.559;0;0;0;0;0;0;0;0;0;0;0;0;125;38;79;70;1;9;42;260;160;13;164;1;1.464;113;2.392;9.647;1.206;448;12.424;1.547;7.743;4.348;3.927;1.682;113;14;0;48.030
;03:1,51 a 2,00;85;27;149;93;8;3;10;93;41;3;16;0;261;757;1.855;1.883;296;185;4.775;795;1.516;911;549;712;65;5;0;15.093;30;8;14;8;0;0;2;40;37;3;27;2;297;58;149;1.742;198;424;2.415;349;1.918;3.458;1.157;1.363;11;1;0;13.711;0;0;0;0;0;0;0;0;0;0;0;0;115;35;163;101;8;3;12;133;78;6;43;2;558;815;2.004;3.625;494;609;7.190;1.144;3.434;4.369;1.706;2.075;76;6;0;28.804
;04:2,01 a 3,00;302;27;158;139;7;2;5;108;56;2;10;0;128;757;1.456;1.249;318;420;3.487;1.705;1.300;1.477;1.652;2.817;78;1;0;17.661;48;8;13;16;1;1;1;66;16;0;7;0;118;26;160;1.131;224;735;2.285;370;1.362;5.535;3.995;3.821;26;1;1;19.967;0;0;0;0;0;0;0;0;0;0;0;0;350;35;171;155;8;3;6;174;72;2;17;0;246;783;1.616;2.380;542;1.155;5.772;2.075;2.662;7.012;5.647;6.638;104;2;1;37.628
;05:3,01 a 4,00;336;13;28;209;6;1;1;49;30;0;5;0;42;198;458;476;177;371;1.409;1.301;490;1.019;1.523;3.657;67;2;0;11.868;33;7;4;35;0;0;1;38;9;0;4;0;42;27;68;459;111;497;1.099;200;542;1.914;3.044;2.859;31;0;0;11.024;0;0;0;0;0;0;0;0;0;0;0;0;369;20;32;244;6;1;2;87;39;0;9;0;84;225;526;935;288;868;2.508;1.501;1.032;2.933;4.567;6.516;98;2;0;22.892
;06:4,01 a 5,00;320;12;15;113;3;1;0;25;14;0;2;0;22;39;167;249;97;320;922;941;234;518;1.124;4.312;48;5;0;9.503;50;2;2;25;0;0;0;9;4;0;0;1;15;11;46;226;79;271;708;149;259;1.581;2.540;1.967;2;0;0;7.947;0;0;0;0;0;0;0;0;0;0;0;0;370;14;17;138;3;1;0;34;18;0;2;1;37;50;213;475;176;591;1.630;1.090;493;2.099;3.664;6.279;50;5;0;17.450
;07:5,01 a 7,00;382;17;20;58;5;2;0;23;7;0;2;0;15;32;180;238;96;415;1.360;1.173;240;551;693;3.986;25;10;0;9.530;46;2;2;10;0;1;0;16;1;0;0;0;17;20;23;208;64;387;814;205;239;1.100;1.053;2.154;19;2;0;6.383;0;0;0;0;0;0;0;0;0;0;0;0;428;19;22;68;5;3;0;39;8;0;2;0;32;52;203;446;160;802;2.174;1.378;479;1.651;1.746;6.140;44;12;0;15.913
;08:7,01 a 10,00;309;3;7;23;1;0;0;16;12;0;0;0;6;44;195;128;66;393;1.538;826;189;462;301;3.113;113;4;0;7.749;50;2;2;6;0;0;0;22;4;0;1;0;10;22;20;88;37;404;695;174;149;600;366;1.527;50;1;0;4.230;0;0;0;0;0;0;0;0;0;0;0;0;359;5;9;29;1;0;0;38;16;0;1;0;16;66;215;216;103;797;2.233;1.000;338;1.062;667;4.640;163;5;0;11.979
;09:10,01 a 15,00;309;0;2;20;0;0;0;5;3;0;1;0;6;55;219;107;46;307;950;546;103;103;178;2.246;2;5;0;5.213;46;1;0;7;0;0;0;6;0;0;0;0;8;40;23;109;20;281;295;116;67;226;141;1.271;2;0;1;2.660;0;0;0;0;0;0;0;0;0;0;0;0;355;1;2;27;0;0;0;11;3;0;1;0;14;95;242;216;66;588;1.245;662;170;329;319;3.517;4;5;1;7.873
;10:15,01 a 20,00;270;2;3;8;1;0;0;4;0;0;0;0;3;39;98;44;21;104;505;165;58;80;128;1.186;0;1;0;2.720;31;0;0;1;0;0;0;2;2;0;1;0;0;13;11;46;5;73;152;29;20;103;70;659;0;0;0;1.218;0;0;0;0;0;0;0;0;0;0;0;0;301;2;3;9;1;0;0;6;2;0;1;0;3;52;109;90;26;177;657;194;78;183;198;1.845;0;1;0;3.938
;11:Mais de 20,00;585;0;1;9;0;0;0;6;0;0;0;0;2;33;191;76;43;269;933;253;747;25;50;610;0;2;0;3.835;221;0;1;2;0;0;0;0;0;0;0;0;3;17;18;101;13;227;290;57;23;56;55;281;0;0;0;1.365;0;0;0;0;0;0;0;0;0;0;0;0;806;0;2;11;0;0;0;6;0;0;0;0;5;50;209;177;56;496;1.223;310;770;81;105;891;0;2;0;5.200
;{ñ class};72;3;84;54;1;0;5;35;87;6;4;0;108;170;712;759;117;205;1.414;581;3.171;310;254;126;70;5;1;8.354;7;3;5;12;0;0;2;12;18;4;10;0;137;12;42;699;75;217;871;98;2.176;772;417;118;33;0;0;5.740;0;0;0;0;0;0;0;0;0;0;0;0;79;6;89;66;1;0;7;47;105;10;14;0;245;182;754;1.458;192;422;2.285;679;5.347;1.082;671;244;103;5;1;14.094
330455:Rio de Janeiro - RJ;Total;8.223;2.665;10.416;8.480;1.897;2.138;1.929;6.535;6.827;11.850;4.839;104;20.025;31.540;87.331;162.899;44.323;30.327;306.362;104.566;160.328;32.903;52.087;225.100;2.956;256;6;1.326.912;3.026;525;1.548;1.834;697;229;471;3.988;3.649;6.830;11.912;72;16.898;10.588;12.457;141.946;25.213;34.676;150.091;29.280;154.845;94.851;88.695;217.495;547;18;0;1.012.381;0;0;0;0;0;0;0;0;0;0;1;1;11.249;3.190;11.964;10.314;2.594;2.367;2.400;10.523;10.476;18.680;16.751;176;36.923;42.128;99.788;304.845;69.536;65.003;456.453;133.846;315.173;127.754;140.782;442.596;3.503;274;6;2.339.294
;00:Até 0,50;4;5;36;31;3;7;7;56;14;33;63;0;183;41;663;1.780;284;41;1.741;904;3.171;268;1.043;3.360;11;0;0;13.749;6;5;23;12;3;0;3;54;21;32;64;0;179;37;381;2.171;314;72;1.801;738;3.259;641;1.400;4.986;9;0;0;16.211;0;0;0;0;0;0;0;0;0;0;0;0;10;10;59;43;6;7;10;110;35;65;127;0;362;78;1.044;3.951;598;113;3.542;1.642;6.430;909;2.443;8.346;20;0;0;29.960
;01:0,51 a 1,00;24;67;178;175;27;24;89;173;163;193;214;10;1.088;349;2.231;5.902;1.149;360;7.794;3.323;11.130;1.078;3.778;9.180;78;0;0;48.777;28;20;116;98;36;9;23;143;137;234;473;4;1.553;168;576;6.753;1.047;685;8.828;1.945;13.737;3.121;7.457;11.143;15;1;0;58.350;0;0;0;0;0;0;0;0;0;0;0;0;52;87;294;273;63;33;112;316;300;427;687;14;2.641;517;2.807;12.655;2.196;1.045;16.622;5.268;24.867;4.199;11.235;20.323;93;1;0;107.127
;02:1,01 a 1,50;53;472;1.076;1.248;345;289;672;1.254;1.087;1.349;2.002;34;7.854;2.447;14.807;77.617;14.433;1.455;55.062;18.841;57.160;7.847;7.835;15.934;1.263;6;0;292.442;22;76;299;362;290;58;209;875;1.013;1.324;6.324;21;9.279;875;3.874;74.115;8.700;2.922;44.045;7.236;60.815;24.449;25.771;18.176;287;5;0;291.422;0;0;0;0;0;0;0;0;0;0;0;0;75;548;1.375;1.610;635;347;881;2.129;2.100;2.673;8.326;55;17.133;3.322;18.681;151.732;23.133;4.377;99.107;26.077;117.975;32.296;33.606;34.110;1.550;11;0;583.864
;03:1,51 a 2,00;80;489;1.256;1.163;308;302;439;1.050;970;1.307;844;5;4.011;2.792;19.122;31.247;9.152;1.511;70.193;13.366;25.644;6.799;5.320;16.726;720;17;0;214.833;25;76;215;226;128;40;73;553;658;864;1.702;7;2.118;717;2.056;20.974;3.714;2.811;22.613;2.936;20.811;21.359;8.512;18.654;83;1;0;131.926;0;0;0;0;0;0;0;0;0;0;0;0;105;565;1.471;1.389;436;342;512;1.603;1.628;2.171;2.546;12;6.129;3.509;21.178;52.221;12.866;4.322;92.806;16.302;46.455;28.158;13.832;35.380;803;18;0;346.759
;04:2,01 a 3,00;204;518;2.407;1.665;393;299;311;908;1.384;1.900;658;19;2.658;11.096;22.787;16.585;6.157;3.382;65.991;22.975;19.197;5.803;6.948;21.292;279;30;1;215.847;70;86;242;226;77;35;68;529;452;822;905;8;1.000;4.918;1.816;11.975;2.974;4.802;18.178;3.663;18.187;16.741;9.496;38.528;51;1;0;135.850;0;0;0;0;0;0;0;0;0;0;0;0;274;604;2.649;1.891;470;334;379;1.437;1.836;2.722;1.563;27;3.658;16.014;24.603;28.560;9.131;8.184;84.169;26.638;37.384;22.544;16.444;59.820;330;31;1;351.697
;05:3,01 a 4,00;281;220;1.639;955;267;140;109;410;878;1.282;264;7;896;3.717;6.753;5.428;2.601;3.410;21.344;8.493;7.532;3.528;4.546;19.871;107;25;0;94.703;110;56;157;151;43;17;29;271;254;614;401;11;524;476;826;4.614;1.570;4.520;9.315;2.149;6.423;9.222;6.373;24.634;29;0;0;72.789;0;0;0;0;0;0;0;0;0;0;0;0;391;276;1.796;1.106;310;157;138;681;1.132;1.896;665;18;1.420;4.193;7.579;10.042;4.171;7.930;30.659;10.642;13.955;12.750;10.919;44.505;136;25;0;167.492
;06:4,01 a 5,00;265;163;1.006;520;116;57;31;234;557;1.133;154;5;482;1.961;2.564;2.510;1.550;2.771;9.956;4.670;3.792;1.687;3.494;10.663;52;20;0;50.413;181;36;92;112;18;13;7;216;168;447;271;5;213;358;410;2.264;1.009;3.220;5.490;1.480;3.337;4.088;4.793;16.128;14;0;0;44.370;0;0;0;0;0;0;0;0;0;0;0;0;446;199;1.098;632;134;70;38;450;725;1.580;425;10;695;2.319;2.974;4.774;2.559;5.991;15.446;6.150;7.129;5.775;8.287;26.791;66;20;0;94.783
;07:5,01 a 7,00;548;199;966;541;114;66;15;460;530;1.488;125;5;429;1.982;2.193;2.345;1.699;3.567;11.443;6.442;4.419;1.738;4.624;36.138;41;27;0;82.144;354;42;125;170;26;12;9;316;251;693;313;6;179;527;471;2.360;1.252;3.902;7.323;2.046;4.825;4.237;6.257;29.368;5;1;0;65.070;0;0;0;0;0;0;0;0;0;0;0;0;902;241;1.091;711;140;78;24;776;781;2.181;438;11;608;2.509;2.664;4.705;2.951;7.469;18.766;8.488;9.244;5.975;10.881;65.506;46;28;0;147.214
;08:7,01 a 10,00;730;149;507;447;68;54;6;634;329;972;89;5;249;1.773;1.793;1.973;1.295;3.518;11.490;4.637;3.484;888;4.377;36.957;17;46;0;76.487;508;47;107;139;13;5;3;326;203;565;206;3;136;561;466;1.850;1.061;3.380;7.250;1.583;3.095;2.250;5.570;21.847;12;0;0;51.186;0;0;0;0;0;0;0;0;0;0;0;0;1.238;196;614;586;81;59;9;960;532;1.537;295;8;385;2.334;2.259;3.823;2.356;6.898;18.740;6.220;6.579;3.138;9.947;58.804;29;46;0;127.673
;09:10,01 a 15,00;1.222;71;356;438;57;28;10;564;230;762;71;5;175;1.528;1.350;1.798;1.114;2.921;9.572;3.778;2.600;813;3.925;33.362;10;16;2;66.778;614;22;48;114;10;2;3;251;149;466;149;4;108;603;230;1.942;849;2.419;5.505;1.281;2.179;1.933;4.390;15.793;5;3;0;39.072;0;0;0;0;0;0;0;0;0;0;0;0;1.836;93;404;552;67;30;13;815;379;1.228;220;9;283;2.131;1.580;3.740;1.963;5.340;15.077;5.059;4.779;2.746;8.315;49.155;15;19;2;105.850
;10:15,01 a 20,00;1.511;23;97;208;19;8;5;135;95;339;25;1;49;800;699;928;549;1.454;5.880;1.970;1.170;262;1.843;7.932;2;10;0;26.014;398;9;21;45;2;1;2;66;60;175;63;1;50;273;77;1.024;368;1.069;3.315;596;1.006;571;1.790;5.715;0;1;0;16.698;0;0;0;0;0;0;0;0;0;0;0;0;1.909;32;118;253;21;9;7;201;155;514;88;2;99;1.073;776;1.952;917;2.523;9.195;2.566;2.176;833;3.633;13.647;2;11;0;42.712
;11:Mais de 20,00;3.047;49;92;324;35;12;2;128;148;364;61;1;80;1.106;1.073;1.555;980;4.615;10.874;3.533;2.514;290;1.130;8.156;10;15;1;40.195;672;17;23;59;2;1;2;72;91;206;163;0;47;302;94;1.446;617;3.362;4.273;758;1.108;797;1.089;4.931;1;1;0;20.134;0;0;0;0;0;0;0;0;0;0;0;0;3.719;66;115;383;37;13;4;200;239;570;224;1;127;1.408;1.167;3.001;1.597;7.977;15.147;4.291;3.622;1.087;2.219;13.087;11;16;1;60.329
;{ñ class};254;240;800;765;145;852;233;529;442;728;269;7;1.871;1.948;11.296;13.231;3.360;1.322;25.022;11.634;18.515;1.902;3.224;5.529;366;44;2;104.530;38;33;80;120;49;36;40;316;192;388;878;2;1.512;773;1.180;10.458;1.738;1.512;12.155;2.869;16.063;5.442;5.797;7.592;36;4;0;69.303;0;0;0;0;0;0;0;0;0;0;1;1;292;273;880;885;194;888;273;845;634;1.116;1.147;9;3.383;2.721;12.476;23.689;5.098;2.834;37.177;14.503;34.578;7.344;9.021;13.122;402;48;2;173.834
355030:São Paulo - SP;Total;1.166;4.841;28.274;23.701;9.925;11.526;18.918;16.113;16.155;34.801;22.677;318;34.849;30.538;255.011;359.614;129.347;105.552;784.040;213.122;244.834;91.637;69.516;313.098;6.472;354;9;2.826.408;478;1.498;6.146;7.372;5.019;2.901;5.212;12.317;10.292;23.252;39.461;191;40.742;6.743;31.029;320.688;91.616;115.948;602.588;71.812;327.690;272.448;161.451;405.330;1.781;31;0;2.564.036;0;0;0;0;0;1;1;0;0;0;0;2;1.644;6.339;34.420;31.073;14.944;14.427;24.130;28.430;26.447;58.053;62.138;509;75.591;37.281;286.040;680.303;220.963;221.500;1.386.629;284.934;572.524;364.085;230.967;718.428;8.253;385;9;5.390.446
;00:Até 0,50;2;6;48;33;12;16;69;27;36;44;26;0;171;142;1.356;1.036;250;66;4.608;1.213;2.377;323;595;3.479;80;0;0;16.015;1;6;25;10;16;10;37;42;21;17;72;0;271;189;528;1.099;218;106;5.172;1.044;3.660;800;693;8.782;46;0;0;22.865;0;0;0;0;0;0;0;0;0;0;0;0;3;12;73;43;28;26;106;69;57;61;98;0;442;331;1.884;2.135;468;172;9.780;2.257;6.037;1.123;1.288;12.261;126;0;0;38.880
;01:0,51 a 1,00;9;84;263;326;123;87;547;188;239;300;359;0;1.101;297;7.002;11.342;2.010;925;26.396;4.468;15.013;2.585;3.174;5.670;255;6;0;82.769;7;33;85;180;63;24;181;253;260;293;580;0;2.716;105;1.675;11.910;2.072;1.844;42.264;4.332;31.533;7.316;4.587;12.659;101;0;0;125.073;0;0;0;0;0;0;0;0;0;0;0;0;16;117;348;506;186;111;728;441;499;593;939;0;3.817;402;8.677;23.252;4.082;2.769;68.660;8.800;46.546;9.901;7.761;18.329;356;6;0;207.842
;02:1,01 a 1,50;33;629;3.699;2.029;1.306;808;4.066;1.426;2.003;2.007;6.256;102;6.473;5.206;37.142;87.929;21.746;2.631;121.087;23.172;71.510;8.871;7.992;8.069;2.176;9;0;428.377;21;187;1.221;1.030;827;300;1.374;1.505;2.300;1.809;14.504;70;15.979;1.189;5.753;100.401;17.075;7.207;154.020;14.917;137.730;37.365;33.538;19.070;666;7;0;570.065;0;0;0;0;0;0;0;0;0;0;0;0;54;816;4.920;3.059;2.133;1.108;5.440;2.931;4.303;3.816;20.760;172;22.452;6.395;42.895;188.330;38.821;9.838;275.107;38.089;209.240;46.236;41.530;27.139;2.842;16;0;998.442
;03:1,51 a 2,00;99;1.124;7.253;4.063;2.549;2.426;5.302;3.128;3.375;6.890;6.759;91;8.534;3.667;67.997;105.236;26.430;3.326;121.308;37.057;52.437;10.633;7.871;10.228;1.267;55;1;499.106;50;383;1.869;1.714;2.008;1.053;1.165;2.728;2.595;5.739;13.083;43;8.170;604;5.779;91.820;17.180;7.899;81.839;10.862;51.912;35.600;19.247;23.997;165;2;0;387.506;0;0;0;0;0;0;0;0;0;0;0;0;149;1.507;9.122;5.777;4.557;3.479;6.467;5.856;5.970;12.629;19.842;134;16.704;4.271;73.776;197.056;43.610;11.225;203.147;47.919;104.349;46.233;27.118;34.225;1.432;57;1;886.612
;04:2,01 a 3,00;228;1.127;7.734;5.707;2.525;3.208;4.650;3.831;3.766;7.122;4.973;55;7.064;7.283;55.608;64.925;23.029;8.057;160.001;47.240;37.165;19.211;12.972;28.470;796;49;0;516.796;47;400;1.155;1.952;1.014;767;990;2.075;1.942;3.438;5.239;23;4.011;604;5.928;41.433;12.592;14.797;81.492;11.406;36.105;60.030;42.178;51.163;149;1;0;380.931;0;0;0;0;0;0;0;0;0;0;0;0;275;1.527;8.889;7.659;3.539;3.975;5.640;5.906;5.708;10.560;10.212;78;11.075;7.887;61.536;106.358;35.621;22.854;241.493;58.646;73.270;79.241;55.150;79.633;945;50;0;897.727
;05:3,01 a 4,00;175;524;3.414;3.492;1.035;1.684;1.463;2.078;2.052;3.786;1.390;8;2.331;2.646;22.176;21.602;10.736;9.695;61.225;34.685;16.734;14.184;6.875;59.373;341;19;0;283.723;56;167;505;678;333;201;364;1.185;946;1.837;1.573;12;1.810;482;2.684;16.651;7.146;13.353;42.979;6.498;12.404;41.066;13.772;66.144;100;0;0;232.946;0;0;0;0;0;0;0;0;0;0;0;0;231;691;3.919;4.170;1.368;1.885;1.827;3.263;2.998;5.623;2.963;20;4.141;3.128;24.860;38.253;17.882;23.048;104.204;41.183;29.138;55.250;20.647;125.517;441;19;0;516.669
;06:4,01 a 5,00;111;251;1.496;1.722;566;856;590;1.121;1.232;2.304;523;8;1.288;1.277;8.773;10.040;6.045;9.453;39.276;13.724;8.011;7.671;4.816;50.650;158;18;0;171.980;42;64;234;389;184;99;186;844;528;1.294;656;11;841;435;1.540;8.616;4.934;11.739;30.877;4.560;6.719;20.892;7.942;55.283;49;3;0;158.961;0;0;0;0;0;0;0;0;0;0;0;0;153;315;1.730;2.111;750;955;776;1.965;1.760;3.598;1.179;19;2.129;1.712;10.313;18.656;10.979;21.192;70.153;18.284;14.730;28.563;12.758;105.933;207;21;0;330.941
;07:5,01 a 7,00;118;325;1.339;1.829;513;865;462;1.215;1.181;2.606;470;3;1.237;2.028;7.713;9.800;7.429;14.739;49.002;11.236;7.694;8.204;6.309;68.704;147;25;0;205.193;69;96;312;405;178;116;233;1.160;555;1.827;587;3;803;676;1.550;8.829;6.535;15.985;38.911;5.475;7.129;23.531;9.760;79.161;73;1;0;203.960;0;0;0;0;0;0;0;0;0;0;0;0;187;421;1.651;2.234;691;981;695;2.375;1.736;4.433;1.057;6;2.040;2.704;9.263;18.629;13.964;30.724;87.913;16.711;14.823;31.735;16.069;147.865;220;26;0;409.153
;08:7,01 a 10,00;122;268;545;1.239;365;540;254;838;682;2.657;238;1;932;2.395;4.443;7.590;6.877;16.294;46.034;8.867;5.210;6.101;5.483;36.564;190;33;0;154.762;64;41;224;320;114;66;136;831;384;2.300;301;2;838;789;1.075;6.860;6.691;13.870;33.167;4.004;5.158;14.817;8.096;51.428;125;1;0;151.702;0;0;0;0;0;0;0;0;0;0;0;0;186;309;769;1.559;479;606;390;1.669;1.066;4.957;539;3;1.770;3.184;5.518;14.450;13.568;30.164;79.201;12.871;10.368;20.918;13.579;87.992;315;34;0;306.464
;09:10,01 a 15,00;89;97;351;1.131;265;269;213;549;444;2.474;163;0;1.060;1.842;4.369;7.171;8.570;15.392;45.970;6.053;3.981;4.007;4.739;20.449;197;30;0;129.875;45;20;137;268;54;49;100;465;230;2.028;218;1;807;573;605;5.809;6.516;10.368;27.074;2.524;3.695;7.902;7.010;22.337;66;2;0;98.903;0;0;0;0;0;0;0;0;0;0;0;0;134;117;488;1.399;319;318;313;1.014;674;4.502;381;1;1.867;2.415;4.974;12.980;15.086;25.760;73.044;8.577;7.676;11.909;11.749;42.786;263;32;0;228.778
;10:15,01 a 20,00;43;23;141;412;84;116;62;248;209;1.308;85;0;822;601;2.826;3.973;3.850;6.847;20.208;2.654;1.671;2.229;2.658;11.916;102;19;2;63.109;30;14;42;93;12;14;31;184;81;835;87;2;458;186;243;3.258;2.774;4.347;11.013;1.002;1.530;3.656;3.307;8.730;37;2;0;41.968;0;0;0;0;0;0;0;0;0;0;0;0;73;37;183;505;96;130;93;432;290;2.143;172;2;1.280;787;3.069;7.231;6.624;11.194;31.221;3.656;3.201;5.885;5.965;20.646;139;21;2;105.077
;11:Mais de 20,00;79;31;226;532;117;114;322;480;318;2.024;130;0;1.288;1.259;3.427;6.785;6.959;15.142;34.868;5.479;2.801;4.202;2.448;8.504;169;34;2;97.740;33;13;84;93;36;13;232;371;103;1.077;90;0;649;526;328;4.849;4.160;11.305;18.141;1.701;2.156;9.467;2.921;5.236;48;6;0;63.638;0;0;0;0;0;0;0;0;0;0;0;0;112;44;310;625;153;127;554;851;421;3.101;220;0;1.937;1.785;3.755;11.634;11.119;26.447;53.009;7.180;4.957;13.669;5.369;13.740;217;40;2;161.378
;{ñ class};58;352;1.765;1.186;465;537;918;984;618;1.279;1.305;50;2.548;1.895;32.179;22.185;5.416;2.985;54.057;17.274;20.230;3.416;3.584;1.022;594;57;4;176.963;13;74;253;240;180;189;183;674;347;758;2.471;24;3.389;385;3.341;19.153;3.723;3.128;35.639;3.487;27.959;10.006;8.400;1.340;156;6;0;125.518;0;0;0;0;0;1;1;0;0;0;0;2;71;426;2.018;1.426;645;726;1.101;1.658;965;2.037;3.776;74;5.937;2.280;35.520;41.339;9.139;6.113;89.697;20.761;48.189;13.422;11.984;2.362;750;63;4;302.483
410690:Curitiba - PR;Total;97;1.632;6.727;13.304;3.516;7.145;2.592;4.942;3.020;4.601;1.347;45;6.743;14.046;39.094;64.349;16.349;9.537;112.964;34.719;34.945;10.035;14.615;68.165;2.224;224;26;477.003;18;329;1.068;3.164;1.745;1.884;693;2.624;2.134;2.694;1.814;10;7.852;3.050;3.712;63.240;9.777;14.395;107.309;12.062;56.719;38.951;25.322;97.179;1.223;10;3;458.981;0;0;0;0;0;0;0;0;0;0;0;0;115;1.961;7.795;16.468;5.261;9.029;3.285;7.566;5.154;7.295;3.161;55;14.595;17.096;42.806;127.589;26.126;23.932;220.273;46.781;91.664;48.986;39.937;165.344;3.447;234;29;935.984
;00:Até 0,50;0;8;5;36;3;3;5;15;2;2;4;0;25;7;190;371;29;14;867;108;385;20;189;27;4;0;0;2.319;0;0;1;4;2;0;0;4;2;10;3;0;37;4;17;412;24;29;1.310;36;708;65;238;51;7;0;0;2.964;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;40;5;3;5;19;4;12;7;0;62;11;207;783;53;43;2.177;144;1.093;85;427;78;11;0;0;5.283
;01:0,51 a 1,00;0;22;81;222;89;44;47;157;55;95;30;3;233;88;1.273;3.008;418;167;6.201;898;2.837;286;787;286;50;0;0;17.377;0;15;49;121;44;70;25;165;66;88;59;0;453;39;202;3.307;388;378;13.766;556;6.321;884;1.621;290;104;0;0;29.011;0;0;0;0;0;0;0;0;0;0;0;0;0;37;130;343;133;114;72;322;121;183;89;3;686;127;1.475;6.315;806;545;19.967;1.454;9.158;1.170;2.408;576;154;0;0;46.388
;02:1,01 a 1,50;8;234;643;772;582;209;520;563;344;769;326;6;1.489;681;6.289;19.461;2.790;454;19.434;4.808;9.840;951;1.651;384;343;16;1;73.568;2;76;202;371;255;83;143;671;400;756;760;1;3.143;89;771;23.256;2.251;1.464;38.858;3.014;23.556;5.423;5.872;573;559;3;2;112.554;0;0;0;0;0;0;0;0;0;0;0;0;10;310;845;1.143;837;292;663;1.234;744;1.525;1.086;7;4.632;770;7.060;42.717;5.041;1.918;58.292;7.822;33.396;6.374;7.523;957;902;19;3;186.122
;03:1,51 a 2,00;11;403;1.456;1.507;812;385;658;1.037;563;961;371;11;1.404;1.325;8.782;15.942;3.942;523;19.724;7.294;7.936;1.684;1.486;1.429;300;20;0;79.966;6;76;284;654;652;110;172;599;515;657;503;3;1.700;113;831;15.397;2.358;1.408;15.141;3.111;9.599;9.877;3.421;3.021;115;1;0;70.324;0;0;0;0;0;0;0;0;0;0;0;0;17;479;1.740;2.161;1.464;495;830;1.636;1.078;1.618;874;14;3.104;1.438;9.613;31.339;6.300;1.931;34.865;10.405;17.535;11.561;4.907;4.450;415;21;0;150.290
